එහිදී	O
මහේස්ත්‍රාත්වරයා	O
විසින්	O
දෙන	O
ලද	O
නියෝගයකට	O
අනුව	O
යුද්ධ	O
හමුදාපතිවරයා	O
විසින්	O
එම	O
අවශ්‍ය	O
තොරතුරු	O
ලබාදීම	O
සඳහා	O
මේ	O
වනවිට	O
කටයුතු	O
කරමින්	O
සිටියේ	O
එම	O
සීල්	O
තබන	O
ලද්දේද	O
ඒ	O
සඳහා	O
වෙයි	O
.	O
2010	O
වසරේ	O
අතුරුදන්	O
වූ	O
මාධ්‍යවේදී	O
ප්‍රගීත්	PER
එක්නැලිගොඩ	PER
මහතා	O
ගිරිතලේ	LOC
කඳවුර	LOC
වෙත	O
ගෙන	O
ගොස්	O
‍රඳවා	O
සිටින	O
බවට	O
රහස්	ORG
පොලිසිය	ORG
හෙලිකරගත්	O
තොරතුරු	O
මත	O
රහස්	ORG
පොලිසිය	ORG
ඒ	O
පිළිබඳව	O
තවදුරටත්	O
පරීක්ෂණ	O
සිදුකරමින්	O
සිටියි	O
.	O
අධිකරණය	O
විසින්	O
යුද්ධ	O
හමුදාපතිවරයාගෙන්	O
ඉල්ලා	O
ඇති	O
මෙම	O
ලේඛන	O
තොරතුරු	O
ලබාදීමේදී	O
2010	O
–	O
2012	O
කාලය	O
තුළ	O
එහි	O
කටයුතු	O
කළ	O
නිලධාරින්	O
සහ	O
එම	O
ලේඛන	O
පරිශීලනය	O
කළ	O
නිලධාරින්ද	O
කැඳවීමට	O
ඉඩ	O
ඇති	O
බව	O
යුද	ORG
හමුදා	ORG
ආරංචිමාර්ග	O
සඳහන්	O
කරයි	O
.	O
නව	O
ආණ්ඩුක්‍රම	O
ව්‍යවස්ථාවක්	O
සම්පාදනය	O
කිරීම	O
සඳහා	O
පනත්	O
කෙටුම්පතක්	O
සකස්	O
කර	O
ගැනීමට	O
අවශ්‍ය	O
ආණ්ඩුක්‍රම	ORG
ව්‍යවස්ථා	ORG
මණ්ඩලයක්	ORG
පිහිටුවා	O
ගැනීම	O
උදෙසා	O
අගමැති	O
රනිල්	PER
වික්‍රමසිංහ	PER
මහතා	O
පාර්ලිමේන්තුවට	O
ඉදිරිපත්	O
කළ	O
යෝජනාව	O
මෙසේ	O
ය	O
.	O
නිමල්	PER
සිරිපාල	PER
ද	PER
සිල්වා	PER
,	O
ලක්ෂ්මන්	PER
කිරිඇල්ල	PER
,	O
රවුෆ්	PER
හකීම්	PER
,	O
මලික්	PER
සමරවික්‍රම	PER
,	O
ඩී.	PER
එම්.	PER
ස්වාමිනාදන්	PER
,	O
විජයදාස	PER
රාජපක්ෂ	PER
හා	O
පාඨලී	PER
චම්පික	PER
රණවක	PER
යන	O
ඇමැතිවරුන්ගේ	O
නමින්	O
ඉදිරිපත්	O
කර	O
ඇති	O
මේ	O
යෝජනාව	O
කරුණු	O
33කින්	O
සමන්විත	O
වේ	O
.	O
මණ්ඩලය	O
පිහිටුවීම	O
එහි	O
කටයුතු	O
සංයුතිය	O
කාර්යභාරය	O
නීතිගත	O
කිරීම	O
සඳහා	O
වන	O
අවසරය	O
මේ	O
යෝජනාව	O
මඟින්	O
ලබාදෙනු	O
ඇත	O
.	O
දැනට	O
විවාදයට	O
ගෙන	O
ඇති	O
මේ	O
යෝජනාව	O
සම්පූර්ණයෙන්	O
මෙසේය	O
.	O
එංගලන්ත	LOC
විදේශ	O
කටයුතු	O
අමාත්‍ය	O
හියුගේ	PER
ස්වරී	PER
තෙදින	O
නිල	O
සංචාරයක්	O
සඳහා	O
අද	O
පෙරවරුවේදී	O
දිවයිනට	O
පැමිණියේය	O
.	O
ඩුබායි	LOC
සිට	O
පැමිණ	O
එමිරේට්ස්	ORG
ගුවන්	O
යානයකින්	O
ඔහු	O
දිවයිනට	O
පැමිණි	O
අතර	O
රජයේ	O
ඉහළ	O
නියෝජිතයන්	O
හා	O
ද්විපාර්ශ්වීය	O
සාකච්චා	O
කිහිපයක්ද	O
පැවැත්වීමට	O
නියමිතය	O
.	O
දිවයිනට	O
පැමිණි	O
බ්‍රිතාන්‍ය	LOC
විදේශ	O
කටයුතු	O
පිළිබඳ	O
රාජ්‍ය	O
අමාත්‍යවරයා	O
ලබන	O
16	O
වන	O
දින	O
දක්වා	O
මෙරට	O
රැඳී	O
සිටීමට	O
නියමිතය	O
.	O
මෙම	O
සංචාරය	O
තුළ	O
දී	O
හියුගෝ	PER
ස්වායර්	PER
මහතා	O
ජනාධිපති	O
මෛත්‍රීපාල	PER
සිරිසේන	PER
,	O
අග්‍රාමාත්‍ය	O
රනිල්	PER
වික්‍රමසිංහ	PER
,	O
විපක්ෂ	O
නායක	O
ආර්.	PER
සම්බන්ධන්	PER
සහ	O
හිටපු	O
ජනාධිපතිනි	O
චන්ද්‍රිකා	PER
කුමාරතුංග	PER
හමුවී	O
සාකච්ඡා	O
පැවැත්වීමට	O
සැලසුම්	O
කර	O
තිබේ	O
.	O
මේ	O
අතර	O
හෙට	O
දිනයේ	O
බ්‍රිතාන්‍ය	LOC
විදේශ	O
කටයුතු	O
අමාත්‍යවරයා	O
යාපනය	LOC
දිස්ත්‍රීක්කයේ	O
සංචාරයක	O
නිරතවීමට	O
නියමිත	O
බව	O
විදේශ	ORG
කටයුතු	ORG
අමාත්‍යංශය	ORG
සඳහන්	O
කරයි	O
.	O
හිටපු	O
ආරක්ෂක	O
ලේකම්	O
ගෝඨාභය	PER
රාජපක්ෂ	PER
මහතා	O
ඇතුළු	O
කිහිප	O
දෙනෙකු	O
නොතීසිලත්	O
පාර්ශ්වයන්	O
ලෙස	O
පෙනී	O
සිටින	O
ලෙසට	O
දන්වමින්	O
ජනාධිපති	O
පරීක්ෂණ	O
කොමිසම	O
වෙත	O
අද	O
නැවත	O
කැඳවා	O
ඇත	O
.	O
රක්නා	ORG
ලංකා	ORG
සමාගමේ	ORG
සිදුවී	O
තිබෙන	O
අක්‍රමිකතා	O
පිළිබඳව	O
මුලික	O
සාක්ෂි	O
විභාගය	O
නැවත	O
අද	O
දින	O
පැවැත්වෙන	O
බැවින්	O
මෙම	O
කැඳවීම්	O
සිදු	O
කළ	O
බව	O
ආරංචි	O
මාර්ග	O
සඳහන්	O
කරයි	O
.	O
පසුගිය	O
ජනාධිපතිවරණ	O
සමයේ	O
ශ්‍රී	ORG
ලංකා	ORG
නිදහස්	ORG
පක්ෂයේ	ORG
මාධ්‍ය	O
හමුවක්	O
පවත්වා	O
එක්සත්	ORG
ජාතික	ORG
පක්ෂයේ	ORG
නායක	O
රනිල්	PER
වික්‍රමසිංහ	PER
මහතා	O
සහ	O
පොදු	O
අපේක්ෂක	O
ලෙස	O
ඉදිරිපත්	O
වූ	O
මෛත්‍රිපාල	PER
සිරිසේන	PER
මහතා	O
අතර	O
රහස්	O
ගිවිසුමක්	O
ඇති	O
බවට	O
සිදු	O
කළ	O
ප්‍රකාශයට	O
අදාළ	O
සිද්ධි‍ය	O
නීතිපති	O
උපදෙස්	O
