නවසීලන්ත	LOC
සංචාරය	O
මෑත	O
ඉතිහාසයේ	O
ශ්‍රී	LOC
ලංකා	LOC
කණ්ඩායමේ	O
අසාර්ථකම	O
තරග	O
සංචාරය	O
බවට	O
පත්විය	O
.	O
මේ	O
සංචාරයට	O
ඇතුළත්ව	O
තිබූ	O
ටෙස්ට්	O
තරගමාලාව	O
2-0කින්	O
පරාජයට	O
පත්වූ	O
ශ්‍රී	LOC
ලංකාව	LOC
එක්දින	O
තරගාවලිය	O
පරාජය	O
වූයේ	O
තරග	O
3-1	O
කිනි	O
.	O
මේ	O
පරාජයත්	O
සමග	O
මෙතෙක්	O
විස්සයි20	O
ශ්‍රේණිගත	O
කිරීම්වල	O
පෙරමුණේ	O
සිටි	O
එම	O
තරග	O
මුහුණුවරේ	O
ලෝක	O
ශූර	O
ශ්‍රී	LOC
ලංකාව	LOC
බටහිර	LOC
ඉන්දීය	LOC
කොදෙව්	LOC
පිලට	O
සහ	O
ඔස්ට්‍රේලියාවට	LOC
පහළින්	O
තුන්වැනි	O
තැනට	O
ඇද	O
වැටුණේය	O
.	O
කාසියේ	O
වාසිය	O
දිනූ	O
නවසීලන්ත	LOC
පිලේ	O
නායක	O
කේන්	PER
විලියම්සන්ගේ	PER
ඇරියුමෙන්	O
පළමුව	O
පන්දුවට	O
පහරදුන්	O
ශ්‍රී	LOC
ලංකා	LOC
පිලේ	O
මුල්	O
පෙළ	O
පිතිකරුවන්	O
මේ	O
සංචාරයේ	O
අවසන්	O
තරගයේදිත්	O
වේලාසනින්ම	O
නරඹන්නන්	O
බවට	O
පත්කළ	O
නවසීලන්ත	LOC
පිලේ	O
පන්දු	O
යවන්නන්	O
ශ්‍රී	LOC
ලංකා	LOC
ඉනිම	O
ඕවර	O
20	O
අවසානයේ	O
කඩුලු	O
8කට	O
ලකුණු	O
142	O
කට	O
සීමා	O
කළහ	O
.	O
ආරම්භක	O
පිතිකරු	O
තිලකරත්න	PER
ඩිල්ෂාන්	PER
ලකුණු	O
28	O
කට	O
දැවීයාමෙන්	O
පසුව	O
කණ්ඩායමේ	O
වගකීම	O
සිය	O
උරමත	O
පටවාගත්	O
ඇන්ජෙලෝ	PER
මැතිව්ස්	PER
නොදැවී	O
ලකුණු	O
81	O
ක්	O
රැස්	O
කිරීම	O
කැපී	O
පෙනුණි	O
.	O
වේගවත්	O
පිතිහරඹයක	O
නිරතවෙමින්	O
පන්දු	O
49	O
කට	O
මුහුණදුන්	O
මැතිව්ස්	PER
සිය	O
ඉනිමට	O
හතරේ	O
පහර	O
7	O
ක්	O
සහ	O
හයේ	O
පහර	O
4	O
ක්	O
එල්ල	O
කරද්දී	O
ඔහුට	O
නිසි	O
සහය	O
ලබාදීමට	O
කිසිදු	O
පිතිකරුවකු	O
සමත්නොවීම	O
කනගාටුදායක	O
කරුණකි	O
.	O
ශ්‍රී	LOC
ලංකා	LOC
ඉනිමට	O
දැඩි	O
හිසරදයක්	O
වූ	O
ග්‍රාන්ට්	PER
එලියට්	PER
කඩුලු	O
4	O
ක්	O
බිඳ	O
දැමූ	O
අතර	O
ඇඩම්	PER
මිල්නේ	PER
සහ	O
මිචෙල්	PER
සැන්ට්නර්	PER
අතරේ	O
කඩුලු	O
දෙක	O
බැගින්	O
බෙදී	O
ගියේය	O
.	O
නවසීලන්ත	LOC
ඉනිමේ	O
ඉසුරු	PER
උදාන	PER
යැවූ	O
පළමු	O
ඕවරයේ	O
තරමක්	O
සන්සුන්	O
බවක්	O
පෙන්නුම්	O
කළ	O
මාටින්	PER
ගප්ටිල්	PER
සහ	O
කේන්	PER
විලියම්සන්	PER
