මෙය	O
ඊශ්රායල	LOC
ප්‍රහාරය	O
යුක්ති	O
සහගත	O
බව	O
කියා	O
පෑමක්	O
ලෙස	O
සැලකිය	O
හැකි	O
වුවද	O
,	O
නායකයා	O
ඝාතනය	O
කිරීම	O
නිසා	O
හට	O
ගැනීමට	O
ඉඩ	O
ඇති	O
ප්‍රචණ්ඩ	O
ප්‍රතිචාරය	O
ගැන	O
මනා	O
වැටැහීමක්	O
ද	O
ඇමරිකන්	O
රාජ්‍යතන්ත්‍රයට	O
තිබිණි	O
.	O
මේ	O
ප්‍රහාරය	O
නිසා	O
තමන්	O
දැඩි	O
කනස්සල්ලට	O
පත්	O
ව	O
සිටින	O
බව	O
සිද්ධියෙන්	O
පැය	O
කිහිපයක්	O
ඇතුළත	O
මුල්	O
ඇමරිකන්	LOC
ප්‍රතිචාරය	O
දැක්	O
වූ	O
රාජ්‍ය	O
දෙපාර්තමේන්තුවේ	O
ප්‍රකාශක	O
රිචඩ්	PER
බවුෂර්	PER
කීවේ	O
ය	O
.	O
හමාස්	ORG
නායකයා	O
ඝාතනය	O
කිරීමේ	O
සැලසුම්	O
ගැන	O
තමන්	O
කල්	O
තියා	O
කිසිවක්	O
දැන	O
නොසිටි	O
බව	O
යළි	O
යළිත්	O
කියා	O
පෑමට	O
ඇමරිකන්	LOC
නිලධාරීන්	O
ක්‍රියා	O
කළේ	O
එය	O
"	O
තනිකර	O
ම	O
ඊශ්රායල්	LOC
මෙහෙයුමක්	O
"	O
බව	O
ලොවට	O
ඒත්තු	O
ගැන්වීමේ	O
අරමුණ	O
ඇතිව	O
ය	O
.	O
ඇමරිකන්	LOC
රාජ්‍ය	O
තන්ත්‍රය	O
තුළ	O
ඊශ්රායල්	LOC
හිතවාදිනියක	O
ලෙස	O
ප්‍රකට	O
ජාතික	O
ආරක්ෂක	O
උපදේශිකා	O
කොන්ඩලීසා	PER
රයිස්	PER
කීවේ	O
"	O
අඩියක්	O
ආපස්සට	O
ගෙන	O
,	O
කලාපය	O
තුළ	O
සන්සුන්	O
බව	O
රැක	O
ගැනීමට	O
හැම	O
පාර්ශ්වයක්	O
ම	O
ක්‍රියා	O
කළ	O
යුතු	O
"	O
බව	O
ය	O
.	O
ඇමරිකා	LOC
එක්සත්	LOC
ජනපදය	LOC
,	O
යුරෝපා	ORG
සංගමය	ORG
,	O
රුසියාව	LOC
සහ	O
එක්සත්	ORG
ජාතීන්	ORG
යන	O
චතුර්	O
පාර්ශ්වය	O
විසින්	O
සකස්	O
කරන	O
ලදුව	O
,	O
දැනට	O
ප්‍රචණ්ඩත්වයේ	O
කුණාටුවට	O
හසු	O
වී	O
ඇති	O
සාමයේ	O
මාර්ග	O
සිතියම	O
බේරා	O
ගැනීමේ	O
අවශ්‍යතාව	O
ඉස්මතු	O
කරන	O
අතර	O
ම	O
,	O
පලස්තීන	LOC
ප්‍රචණ්ඩකාරීන්	O
මුලිනුපුටා	O
දැමීම	O
ජගත්	O
ත්‍රස්තවාදයට	O
එරෙහි	O
සිය	O
සටනේ	O
ම	O
කොටසක්	O
වන	O
හෙයින්	O
හමාස්	ORG
නායකත්වය	O
එල්ල	O
කර	O
ගනිමින්	O
ඝාතන	O
සිදු	O
කිරීමට	O
ඊශ්රායල්	ORG
රජය	ORG
ගත්	O
තීරණය	O
සහ	O
එහි	O
තීරණාත්මක	O
මෙහෙයුම	O
වන	O
යාසින්	PER
ඝාතනය	O
යුක්ති	O
සහගත	O
බව	O
ඇඟවීමේ	O
අවශ්‍යතාවක්	O
ද	O
ඇමරිකාවෙන්	LOC
පෙන්නුම්	O
විය	O
.	O
ඇමරිකන්	LOC
රූපවාහිනී	O
සේවා	O
සමඟ	O
පැවැති	O
සාකච්ඡාවල	O
දී	O
ඇයගෙන්	O
පළ	O
වූ	O
නිරීක්ෂණයකින්	O
මේ	O
බව	O
නොසඟවා	O
පැහැදිලි	O
කෙරිණි	O
.	O
"	O
හමාස්	ORG
ත්‍රස්තවාදී	O
සංවිධානයක්	O
බවත්	O
,	O
ෂීක්	PER
යසින්	PER
පෞද්ගලිකව	O
ම	O
ත්‍රස්තවාදී	O
ක්‍රියා	O
සැලසුම්	O
කිරීමේ	O
නිරත	O
ව	O
සිටි	O
බවත්	O
අපි	O
විශ්වාස	O
කරමු	O
"	O
යි	O
ඕ	O
කියා	O
සිටියාය	O
.	O
යාසින්	PER
ඝාතනය	O
මුළු	O
ලොව	O
ම	O
විසින්	O
හෙළා	O
දකිනු	O
ලැබීමේ	O
යථාර්ථය	O
හමුවේ	O
ඊශ්‍රායලය	LOC
දැඩි	O
ජාත්‍යන්තර	O
හුදෙකලාවට	O
පත්වීමේ	O
අවදානම	O
පැවැති	O
අතර	O
,	O
විශේෂයෙන්	O
ම	O
එක්සත්	ORG
ජාතීන්ගේ	ORG
වේදිකාව	O
ඔස්සේ	O
ඊශ්‍රායෙල්	LOC
විරෝධී	O
තදබල	O
මතයක්	O
ගොඩනැගිණි	O
.	O
තමන්ගේ	O
සම්ප්‍රදායික	O
අරාබි	LOC
මිතුරන්	O
වන	O
ඊජිප්තුව	LOC
වැනි	O
රටවල්	O
ද	O
ඊශ්‍රායල්	LOC
ප්‍රහාරය	O
ගැන	O
දක්වන	O
විරෝධය	O
නිසා	O
මෙහි	O
දී	O
ඇමරිකාව	LOC
මුහුණ	O
දුන්නේ	O
අසීරු	O
තත්ත්වයකට	O
ය	O
.	O
එක්සත්	ORG
ජාතීන්ගේ	ORG
ආරක්ෂක	ORG
මණ්ඩලය	ORG
හමුවට	O
මේ	O
ප්‍රශ්නයට	O
අදාළ	O
යෝජනාව	O
ඉදිරිපත්වීමේ	O
ක්‍රියාදාමය	O
ඔස්සේ	O
එකිනෙක	O
වෙනස්	O
ආකල්ප	O
කිහිපයක්	O
දක්නට	O
විය	O
.	O
හමාස්	ORG
නායකයා	O
ඝාතනය	O
කිරීමේ	O
ඊශ්රායල්	LOC
මෙහෙයුම	O
හෙළා	O
දැකීමට	O
මුල්	O
තැන	O
දුන්	O
යෝජනාව	O
සකස්	O
කළේ	O
මංඩලය	O
තුළ	O
එක	O
ම	O
අරාබි	LOC
සාමාජිකයා	O
වන	O
ඇල්ජිරියාවයි	LOC
.	O
ඊශ්රායල්	LOC
සාමාන්‍ය	O
වැසියන්	O
සිය	O
ගණනක්	O
ඝාතනය	O
කළ	O
හමාස්	ORG
සංවිධානය	ORG
නම්	O
වශයෙන්	O
සඳහන්	O
කැර	O
හෙළා	O
නොදකින	O
යෝජනාවක්	O
වෙතොත්	O
එයට	O
එරෙහි	O
ව	O
නිෂේධ	O
බලය	O
පාවිච්චි	O
කරන	O
බවට	O
ඇමරිකාව	LOC
අනතුරු	O
අඟවා	O
තිබිණි	O
.	O
සමතුලනයකින්	O
තොර	O
කිසිම	O
යෝජනාවක්	O
තමනට	O
පිළිගත	O
නො	O
හැකි	O
බව	O
එක්සත්	ORG
ජාතීන්ගේ	ORG
ඇමරිකන්	LOC
තානාපති	O
ජෝන්	PER
නෙග්රොපොන්ටි	PER
කියා	O
සිටියේ	O
ය	O
.	O
එහෙත්	O
,	O
ඇමරිකන්	LOC
ස්ථාවරයට	O
ඉදුරා	O
වෙනස්	O
මතයක්	O
පළ	O
කළ	O
එක්සත්	ORG
ජාතින්ගේ	ORG
පලස්තීන	ORG
විමුක්ති	ORG
සංවිධාන	ORG
නියෝජිත	O
නසාර්	PER
අල්	PER
කිඩ්වා	PER
කීවේ	O
කිසිම	O
කණ්ඩායමක්	O
ගැන	O
නම්	O
වශයෙන්	O
සඳහන්	O
කරන	O
යෝජනාවක්	O
තමන්	O
විසින්	O
ප්‍රතික්ෂේ	O
කැරෙන	O
බව	O
ය	O
.	O
විදෙස්	O
ලිපිය	O
-	O
2	O
ඇමරිකන්	O
නිෂේධ	O
බලය	O
නිසා	O
ඊශ්‍රායල්	LOC
විරෝධි	O
යෝජනාවක්	O
විසිවී	O
යාමේ	O
හැකියාව	O
අරාබි	LOC
රටවල්	O
විසින්	O
මුල	O
සිට	O
ම	O
සලකා	O
බැලුණු	O
අතර	O
,	O
එවැනි	O
තත්ත්වයක්	O
ඇති	O
වුවහොත්	O
ඊශ්‍රායලය	LOC
හෙළා	O
දකින	O
යෝජනාවක්	O
මහා	O
මණ්ඩලය	O
තුළ	O
විශාල	O
බහුතර	O
ඡන්දයකින්	O
සම්මත	O
කර	O
ගැනීමේ	O
අදහස	O
මුල	O
දී	O
