කොයින්ස්	ORG
වෙතින්	O
ස්ට්‍රෝබෙරි	O
බීර	O
ත්‍රී	ORG
කොයින්ස්	ORG
සමාගම්	O
රසැති	O
නව	O
බීර	O
වර්ගයක්	O
හඳුන්වා	O
දී	O
ඇත	O
.	O
බෙල්ජියානු	LOC
පලතුරු	O
බීරවලට	O
සමාන	O
,	O
මෙම	O
බීර	O
වර්ගයේ	O
මද්‍යසාර	O
ප්‍රතිශතය	O
සියයට	O
6.6	O
වන	O
බව	O
සමාගම	O
පවසයි	O
.	O
රතට	O
හුරු	O
දුඹුරු	O
පැහැති	O
මෙම	O
බීර	O
මිහිරි	O
පලතුරු	O
සුවඳකින්	O
සහ	O
පලතුරු	O
හා	O
මෝල්ට්	O
රසයකින්	O
යුත්	O
බවත්	O
,	O
එය	O
පිපාසය	O
සංසිඳවීමට	O
වඩාත්	O
සුදුසු	O
වනු	O
ඇතැයි	O
බීර	O
පෙරීම්	O
අංශයේ	O
ප්‍රධානී	O
ජනක	PER
ජයසිංහ	PER
මහතා	O
පවසයි	O
.	O
ස්වාභාවික	O
ස්ට්‍රෝබෙරි	O
සමඟ	O
ජර්මනියෙන්	LOC
ආනයනය	O
කරන	O
මෝල්ට්	O
,	O
පර්ල්	O
සහ	O
මැග්නම්	O
හොප්ස්	O
හා	O
ඊස්ට්	O
මුසු	O
කොට	O
මෙම	O
බීර	O
පෙරන	O
බව	O
ද	O
ඔහු	O
කියයි	O
.	O
ග්ලෝ	ORG
,	O
එවලන්	ORG
පබ්	ORG
,	O
එස්.	ORG
එස්.	ORG
සී.	ORG
,	O
ඩෙලි	ORG
මාර්කට්	ORG
,	O
ඩෙලි	ORG
ෆ්‍රාන්ස්	ORG
,	O
මොලිස්	ORG
,	O
ගෝල්ඩන්	ORG
මයිල්	ORG
,	O
කැන්ඩි	ORG
බේ	ORG
,	O
ක්‍රෙස්කැට්	ORG
,	O
අරුගම්	ORG
බේහි	ORG
සයැම්	ORG
විව්	ORG
සහ	O
ඔඩෙල්	ORG
යන	O
ස්ථානවලින්	O
මෙම	O
බීර	O
රස	O
විඳිය	O
හැකි	O
ය	O
.	O
ජනතාවට	O
උසස්	O
රසයක්	O
හා	O
ඉහළ	O
ප්‍රමිතියක්	O
ඇති	O
බීර	O
වර්ගයක්	O
ලබා	O
දීම	O
සඳහා	O
මෙය	O
වෙළෙඳපොළට	O
හඳුන්වා	O
දුන්	O
බව	O
,	O
ත්‍රී	ORG
කොයින්ස්	ORG
සමාගමේ	O
විධායක	O
නියෝජ්‍ය	O
සභාපති	O
අශාන්	PER
කන්නන්ගර	PER
මහතා	O
කියයි	O
.	O
මෙම	O
විශේෂිත	O
බීර	O
කේෂ්ත්‍රයට	O
කාන්තාවන්	O
වැඩි	O
ප්‍රමාණයක්	O
අවතීර්ණ	O
වන	O
බව	O
පැවසූ	O
කන්නන්ගර	PER
මහතා	O
ෆයින්	O
ස්ට්‍රෝබෙරි	O
පිල්ස්	O
වැනි	O
බීර	O
නිසා	O
ඔවුන්ට	O
බීර	O
රස	O
විඳීමට	O
වැඩි	O
අවකාශයක්	O
ලැබෙන	O
බව	O
සඳහන්	O
කළේ	O
ය	O
.	O
දේශීය	O
බීර	O
නිෂ්පාදනයේ	O
දී	O
,	O
එයට	O
වැඩි	O
වටිනාකමක්	O
ලබා	O
දීමට	O
විශේෂිත	O
බීර	O
නිෂ්පාදනය	O
කරන	O
ත්‍රී	ORG
කොයින්ස්	ORG
සමාගම	O
ප්‍රථමවරට	O
කෑන්වල	O
ඇසිරූ	O
බීර	O
මෙරට	O
වෙළෙඳපොළට	O
හඳුන්වා	O
දුන්නේ	O
ය	O
.	O
සුබ	O
ආකල්ප	O
වැඩමුළුව	O
සාර්ථකයි	O
දිවයිනේ	O
ප්‍රමුඛ	O
සුබ	O
ආකල්ප	O
පුහුණු	O
කිරීමේ	O
ආයතනයක්	O
වන	O
අයි.	ORG
බී.	ORG
එම්.	ORG
සී.	ORG
ආයතනය	ORG
පසුගිය	O
පාසල්	O
නිවාඩු	O
කාලයේ	O
පාසල්	O
සිසුන්	O
සඳහා	O
ඔවුන්ගේ	O
වටිනා	O
කාලය	O
ප්‍රයෝජනවත්	O
වන	O
පරිදි	O
කළමනාකරණය	O
කිරීම	O
සඳහා	O
සුබ	O
ආකල්ප	O
වර්ධනය	O
පුහුණු	O
කිරීමේ	O
වැඩමුළුවක්	O
ගංගොඩවිල	LOC
නුගේගොඩ	LOC
හෙල්ප්	ORG
ඒජ්	ORG
ආයතනයේ	ORG
දී	O
පවත්වන	O
ලදී	O
.	O
මානසික	O
ශක්තිය	O
හඳුනා	O
ගැනීම	O
සහ	O
දියුණු	O
කිරීම	O
,	O
ඍණ	O
සිතුවිලි	O
සහ	O
අහේතුවාදී	O
සිතුවිලි	O
නිසා	O
හටගන්නා	O
මානසික	O
පසුබෑම	O
දුරු	O
කිරීම	O
ජීවිතය	O
පිළිබඳ	O
සහ	O
තමා	O
පිළිබඳ	O
අවබෝධය	O
වැඩිදියුණු	O
කිරීම	O
.	O
අධිෂ්ඨාන	O
ශක්තිය	O
දියුණු	O
කොට	O
පෞරුෂ	O
වර්ධනයක්	O
ඇති	O
කර	O
ගැනීම	O
සඳහා	O
මඟ	O
පෙන්වීම	O
,	O
පුළුල්	O
ජීවන	O
දර්ශනයක්	O
ඇති	O
විශිෂ්ට	O
පුද්ගලයකු	O
බවට	O
පත්	O
කිරීමට	O
අවශ්‍ය	O
මූලික	O
අඩිතාලම	O
දැමීම	O
සඳහා	O
අවශ්‍ය	O
කරුණු	O
පෙන්වා	O
දීම	O
මෙම	O
වැඩමුළුවේ	O
අන්තර්ගත	O
විය	O
.	O
අයි.	ORG
බී.	ORG
එම්.	ORG
සී.	ORG
ආයතනයේ	ORG
ප්‍රධාන	O
පුහුණුකරුවන්	O
වන	O
ඒ.	PER
ජී.	PER
එස්.	PER
සේනාධීර	PER
මහතා	O
සහ	O
පත්මසීලි	PER
මහත්මිය	O
මෙම	O
වැඩමුළුව	O
මෙහෙයවූහ	O
.	O
එමිරේට්ස්	ORG
ගුවන්	O
සේවයට	O
සම්මාන	O
රැසක්	O
ජාත්‍යන්තර	O
ගුවන්	O
මගීන්	O
කෝටියක්	O
ආශ්‍රයෙන්	O
ස්කයිට්‍රැක්ස්	ORG
වෙබ්	O
අඩවිය	O
විසින්	O
කරන	O
ලද	O
සමීක්ෂණයක	O
දී	O
එමිරේට්ස්	ORG
ගුවන්	O
සේවයට	O
හොඳම	O
ඉකොනොමි	O
පන්තිය	O
,	O
මැද	LOC
පෙරදිග	LOC
හොඳම	O
ගුවන්	O
සේවාව	O
,	O
සහ	O
ලොවේ	O
හොඳම	O
ගුවන්	O
සේවා	O
අතරින්	O
දෙවන	O
ස්ථානය	O
ඇතුළු	O
සම්මාන	O
රැසක්	O
හිමි	O
විය	O
.	O
ලොව	O
හොඳම	O
ගුවන්	O
සේවය	O
ලෙස	O
ප්‍රථම	O
ස්ථානයට	O
පැමිණි	O
ගුවන්	O
සේවයට	O
සෑහෙන	O
අභියෝගයක්	O
එල්ල	O
කළ	O
එමිරේට්ස්	ORG
ගුවන්	O
සේවාව	O
,	O
සමීක්ෂණය	O
සිදු	O
කළ	O
මාස	O
10ක	O
කාල	O
පරිච්ඡේදය	O
තුළ	O
ඇතැම්	O
අවස්ථාවන්හි	O
දී	O
ප්‍රථම	O
ස්ථානයේ	O
සිටි	O
බව	O
එම	O
වෙබ්	O
අඩවිය	O
පවස	O
යි	O
.	O
මෙම	O
සමීක්ෂණ	O
ප්‍රතිඵල	O
පිළිබඳ	O
අදහස්	O
දැක්වූ	O
ස්කයිට්‍රැක්ස්	ORG
අලෙවි	O
කටයුතු	O
පිළිබඳ	O
අධ්‍යක්ෂ	O
පීටර්	PER
මිලර්	PER
මහතා	O
කියා	O
සිටියේ	O
ප්‍රථම	O
,	O
දෙවන	O
හා	O
තෙවන	O
ස්ථාන	O
අතර	O
ඉතා	O
අඩු	O
පරතරයක්	O
තිබූ	O
බව	O
යි	O
.	O
එමිරේට්ස්	ORG
ගුවන්	O
සේවයට	O
මෙම	O
සම්මාන	O
දිනා	O
ගැනීමට	O
කාර්ය	O
මණ්ඩලයේ	O
උසස්	O
සේවා	O
තත්ත්වයත්	O
ගුවන්	O
යානාවල	O
සැපයෙන	O
ආහාර	O
හා	O
විනෝදාත්මක	O
සේවා	O
හේතු	O
වූ	O
බව	O
ඔහු	O
පැවසුවේ	O
ය	O
.	O
ආර්පිකෝ	ORG
සුපිරි	O
සල්	O
තුනක	O
කොමර්ෂල්	ORG
බැංකු	ORG
සේවාහල්	O
සුපිරි	O
වෙළෙඳසල්	O
බැංකුකරණයේ	O
පුරෝගාමියා	O
වන	O
කොමර්ෂල්	ORG
බැංකුව	ORG
කොළඹ	LOC
නගරාශ්‍රිතව	O
පිහිටි	O
ආර්පිකේ	ORG
සුපිරි	O
අලෙවි	O
සල්	O
තුනක	O
සිය	O
සේවාහල්	O
ආරම්භ	O
කර	O
තිබේ	O
.	O
හයිඩ්පාර්ක්	LOC
,	O
දෙහිවල	LOC
හා	O
බත්තරමුල්ල	LOC
ආර්පිකෝ	ORG
සුපර්	ORG
අලෙවිසල්හි	O
මෙම	O
කොමර්ෂල්	ORG
බැංකු	ORG
සේවාහල්	O
ක්‍රියාත්මක	O
වේ	O
.	O
හයිඩ්පාර්ක්	LOC
සේවාහල	O
විවෘත	O
කිරීමේ	O
උත්සවය	O
අමතමින්	O
කොමර්ෂල්	ORG
බැංකුවේ	ORG
කළමනාකාර	O
අධ්‍යක්ෂ	O
අමිත	PER
ගුණරත්න	PER
මහතා	O
කියා	O
සිටියේ	O
රිචඩ්	ORG
පීරිස්	ORG
ආයතන	O
සමූහය	O
කොමර්ෂල්	ORG
බැංකුවේ	ORG
ඉපැරණි	O
ගනුදෙනුකරුවකු	O
බවත්	O
,	O
මෙම	O
සේවාහල්	O
ඇරඹීම	O
මගින්	O
එම	O
දිගුකාලීන	O
සබැඳියාව	O
තවදුරටත්	O
ශක්තිමත්	O
වන	O
බව	O
.	O
කොමර්ෂල්	ORG
බැංකුවේ	ORG
සියලු	O
ශාඛාවල	O
ගනුදෙනුකරුවන්ට	O
පමණක්	O
නොව	O
ගනුදෙනුකරුවන්	O
නොවන	O
අයට	O
ද	O
නිවාඩු	O
දින	O
,	O
සති	O
අන්තයේ	O
සහ	O
සියලුම	O
දිනයන්හි	O
දී	O
මෙන්	O
ම	O
සැදෑ	O
කාලයේ	O
දීත්	O
බැංකු	O
පහසුකම්	O
සැලසීම	O
මේ	O
සේවාහල්වල	O
අරමුණ	O
බව	O
ගුණරත්න	PER
මහතා	O
තවදුරටත්	O
පැවසී	O
ය	O
.	O
ආර්පිකෝ	ORG
බෙදාහැරීම්	O
අංශයේ	O
කළමනාකාර	O
අධ්‍යක්ෂක	O
මහින්ද	PER
ගලගෙදර	PER
මහතා	O
පැවසුවේ	O
,	O
සිය	O
සේවාහල්	O
තුනක්	O
හයිඩ්පාර්ක්	LOC
,	O
දෙහිවල	LOC
හා	O
බත්තරමුල්ලේ	LOC
පිහිටි	O
ආර්පිකෝ	ORG
සුපර්	ORG
සෙන්ටර්	ORG
ඇරඹීම	O
සතුටට	O
කරුණක්	O
වන්නේ	O
මෙම	O
සහසම්බන්ධතාවය	O
හේතුවෙන්	O
අදාළ	O
ආයතන	O
දෙකෙහි	O
ම	O
අනර්ඝ	O
සේවය	O
සියලු	O
ගණුදෙනුකරුවන්	O
වෙත	O
කාර්යක්ෂම	O
ලෙස	O
පිරිනැමෙන	O
නිසා	O
බව	O
යි	O
.	O
ඉහත	O
කී	O
ප්‍රදේශවල	O
ගනුදෙනුකරුවන්	O
හට	O
ආර්පිකෝ	ORG
සුපර්	ORG
සෙන්ටර්වල	ORG
සාප්පු	O
සවාරියේ	O
යෙදෙමින්	O
තම	O
බැංකු	O
අවශ්‍යතා	O
ඉටුකැර	O
ගැනීමේ	O
අවස්ථාව	O
දැන්	O
උදාවී	O
තිබේ	O
.	O
කොමර්ෂල්	ORG
බැංකුවේ	ORG
පරිගණකගත	O
ජාලය	O
හරහා	O
ශාඛා	O
119කුත්	O
ස්වයංක්‍රීය	O
ටෙලර්	O
යන්ත්‍ර	O
170කුත්	O
සම්බන්ධ	O
වී	O
තිබීම	O
,	O
ගනුදෙනුකරුවන්ගේ	O
බැංකු	O
කටයුතු	O
වඩාත්	O
පහසු	O
කරයි	O
.	O
ප්‍රථමවරට	O
මෙම	O
තරග	O
සඳහා	O
උතුරු	LOC
නැගෙනහිර	LOC
පළාත්	O
ද	O
සහභාගි	O
වනු	O
ඇත	O
.	O
අවුරුදු	O
16	O
-	O
32	O
දක්වා	O
වයස්	O
මට්ටම්වල	O
පසුවන	O
තරුණ	O
තරුණියන්	O
ස්වයං	O
රැකියාවලට	O
යොමු	O
කිරීමේ	O
අරමුණින්	O
පවත්වන	O
මෙම	O
තරගයේ	O
ජයග්‍රාහකයන්ට	O
මුදල්	O
ත්‍යාග	O
පිරිනැමීමට	O
ෂෙල්	ORG
ලයිව්	ORG
වයර්	ORG
විධිවිධාන	O
යොදා	O
ඇත	O
.	O
මෙම	O
සම්මාන	O
උලෙළ	O
සඳහා	O
අවශ්‍ය	O
අයදුම්පත්	O
පහත	O
සඳහන්	O
ස්ථානවලින්	O
ලබාගත	O
හැක	O
.	O
498	O
,	O
ආර්.	LOC
ඒ.	LOC
ද	LOC
මෙල්	LOC
මාවත	O
කොළඹ	LOC
03	LOC
,	O
මහජන	ORG
පුස්තකාලය	ORG
කොළඹ	LOC
07	LOC
,	O
ව්‍යාපාර	ORG
සංවර්ධන	ORG
මධ්‍යස්ථානය	ORG
කොළඹ	LOC
02	LOC
,	O
වෘත්තීය	ORG
සේවා	ORG
සංවර්ධන	ORG
මධ්‍යස්ථානය	ORG
කොළඹ	LOC
