පනාවිටිය	LOC
අම්බලම	LOC
කුරුණෑගල	LOC
දිස්ති‍්‍රක්කයේ	LOC
මැටියගනේ	LOC
ප‍්‍රදේශයට	O
නුදුරින්	O
පිහිටි	O
ඉපැරණි	O
අම්බලමකි	O
පනාවිටිය	LOC
අම්බලම	LOC
.	O
මෙහි	O
මහනුවර	LOC
යුගයට	O
අයත්ය	O
.	O
මෙහි	O
ගෘහ	O
නිර්මාණයන්ට	O
අනුව	O
18	O
වැනි	O
සියවසට	O
අයත්ය	O
.	O
ගල්	O
කිහිපයක්	O
මත	O
ලී	O
අතුරා	O
ඉදිකළ	O
ටැම්පිට	O
අම්බලමකි	O
.	O
අම්බලම	O
අඩි	O
11ක්	O
අඟල්	O
5ක්	O
උසය	O
.	O
අම්බලම	O
තල්	O
අත්තක	O
හැඩයෙන්	O
නිර්මාණය	O
කළ	O
කුඩා	O
අම්බලමකි	O
.	O
අම්බලමේ	O
කැනි	O
මඩල	O
විශේෂත්වයක්	O
අසුලයි	O
.	O
ලී	O
කැටයම්	O
අතර	O
මිනිස්	O
රූප	O
,	O
සත්ව	O
රූප	O
මල්කම්	O
,	O
මල්ලවපොර	O
,	O
නළඟන	O
රූප	O
,	O
වේවැල්	O
,	O
පෙරහර	O
,	O
බහිරව	O
රූප	O
,	O
පස්	O
පියුම්	O
ඇතුළු	O
නිර්මාණ	O
රුසක්	O
දක්නට	O
හැකිය	O
.   O
මොරටුව	ORG
ශාන්ත	ORG
සෙබස්තියන්	ORG
විදුහල	ORG
සංවිධානය	O
කළ	O
වයස	O
19	O
න්	O
පහළ	O
‘බී’	O
කාණ්ඩයේ	O
සමස්ත	O
ලංකා	O
පැසිපන්දු	O
තරගාවලියේ	O
ශූරතාව	O
දිනාගැනීමට	O
මෝදර	ORG
ඩිලාසාල්	ORG
විදුහල	ORG
සමත්විය	O
.	O
මොරටුවේ	LOC
පැවැති	O
අවසන්	O
මහා	O
තරගයේදී	O
ලකුණු	O
64-54	O
ක්	O
ලෙස	O
වෙන්නප්පුව	ORG
ජෝශප්	ORG
වාස්	ORG
විදුහල	ORG
පරාජය	O
කරමින්	O
ඔවුහු	O
ශූරතාවට	O
හිමිකම්	O
කීහ	O
.	O
පළමු	O
අර්ධය	O
නිමා	O
වන	O
විට	O
ලකූණු	O
31-21	O
ක්	O
ලෙස	O
ජෝශප්	ORG
වාස්	ORG
විදුහල	ORG
ඉදිරියෙන්	O
සිටියද	O
,	O
දෙවැනි	O
අර්ධයේදී	O
ඔවුන්	O
පසුකර	O
ගිය	O
ඩිලාසාල්	ORG
කී‍්‍රඩකයෝ	O
තරගයේ	O
ජය	O
තමන්	O
සතුකරගත්හ	O
.	O
අවසන්	O
තරගයේදී	O
ලකුණු	O
33	O
ක්	O
රැස්කළ	O
ඩිලාසාල්	ORG
කණ්ඩායමේ	O
නායක	O
අනුෂ්ක	PER
ඩිලාන්	PER
තරගාවලියේ	O
වටිනාම	O
කී‍්‍රඩකයාට	O
හිමි	O
සම්මානය	O
දිනාගත්	O
අතර	O
එම	O
කණ්ඩායමේ	O
ශොහාන්	PER
ඉරෝෂන්	PER
තරගාවලියේ	O
දක්ෂතම	O
ආරාක්ෂාකාරී	O
කී‍්‍රඩකයාට	O
හිමි	O
සම්මානය	O
දිනාගත්තේය	O
.	O
ලකුණු	O
29	O
ක්	O
රැස්කළ	O
ජෝශප්	ORG
වාස්	ORG
විදුහලේ	ORG
ආර්.	PER
එස්.	PER
ප‍්‍රනාන්දු	PER
දක්ෂතම	O
පන්දු	O
පිරිනමන්නා	O
බවට	O
පත්විය	O
.	O
ලකුණු	O
69-56	O
ක්	O
ලෙස	O
මොරටුව	ORG
ශාන්ත	ORG
සෙබස්තියන්	ORG
විදුහල	ORG
පරාජය	O
කළ	O
මඩකලපුව	ORG
ශාන්ත	ORG
මිචෙල්	ORG
විදුහල	ORG
තරගාවලියේ	O
තෙවැනි	O
ස්ථානය	O
සඳහා	O
පැවැති	O
තරගයෙන්	O
ජය	O
ලැබීය	O
.	O
ජාත්‍යන්තර	O
දුම්වැටි	O
හා	O
මත්	O
විරෝධී	O
කොඩි	O
දිනයේ	O
පළමු	O
කොඩිය	O
මහින්ද	PER
රාජපක්ෂ	PER
ජනපති	O
තුමාට	O
අරලිය	LOC
ගහ	LOC
මන්දිරයේ	LOC
දී	O
පිළිගන්වනු	O
ලැබීය	O
.	O
සෑම	O
වසරකම	O
මැයි	O
මස	O
31	O
වැනිදා	O
ලෝක	O
දුම්වැටි	O
විරෝධතා	O
දිනය	O
ලෙස	O
නම්කර	O
තිබේ	O
.	O
මෙවර	O
කොඩි	O
දින	O
සැමරුම	O
දැයක්	O
පුබුදමු	O
–	O
මතින්	O
තොර	O
වෙමු -	O
දිවිය	O
නංවමු	O
තේමාව	O
යටතේ	O
19	O
වැනි	O
වරට	O
පවත්වනු	O
ලැබේ	O
.	O
කොඩි	O
දින	O
සැමරුම	O
 ජූනි	O
10දා	O
දක්වා	O
ක්‍රියාත්මක	O
වෙයි	O
.   O
බුලත්සිංහල	LOC
පාහියංගල	LOC
ලෙනේ	O
පැරණිතම	O
පස්තට්ටුවේ	O
කාලනිර්ණයන්	O
මේ	O
වන	O
විට	O
පුරාවිද්‍යා	ORG
දෙපාර්තමේන්තුව	ORG
වෙත	O
ලැබී	O
ඇති	O
අතර	O
,	O
ඒ	O
අනුව	O
එය	O
අදින්	O
වසර	O
48000-43000	O
අතර	O
කාලයට	O
අයත්	O
බව	O
නිර්ණය	O
කර	O
තිබේන	O
බව	O
අද	O
පුවත්පත	O
වාර්තා	O
කරයි	O
.	O
2012	O
වසරේ	O
සිදුකළ	O
කැණීම්	O
වලින්	O
පසුව	O
මෙම	O
පස්	O
තට්ටුවේ	O
කාබන්	O
නියැඳි	O
, කාලනිර්ණය	O
සඳහා	O
ඇමරිකාවේ	LOC
බීටා	ORG
ඇනලිසිස්	ORG
ආයතනයට	ORG
ලබා	O
දී	O
තිබේ	O
.	O
කෙසේ	O
වුවද	O
මෙම	O
නව	O
කාලනිර්ණයන්ට	O
අනුව	O
ලංකාවේ	LOC
නවීන	O
මානවයාගේ	O
ජනාවාසකරණය	O
අදින්	O
වසර	O
50000කට	O
ආසන්න	O
කාලයක්	O
දක්වා	O
