ජනාධිපති	O
එම්බකි	PER
දෙවනි	O
හා	O
අවසාන	O
වරට	O
ජනාධිපති	O
ධූරය	O
දරමින්	O
සිටින	O
අතර	O
පක්ෂයෙන්	O
නිකුත්	O
නිවේදනයක	O
දැක්වෙන්නේ	O
තීරණාත්මක	O
ජන	O
වරමක්	O
ලැබී	O
ඇති	O
අතර	O
අනුව	O
දිළිඳුකමට	O
එරෙහි	O
ව	O
සටන්	O
වැදීමට	O
හා	O
රැකියා	O
මැවීමට	O
කටයුතු	O
කළ	O
යුතු	O
ව	O
ඇති	O
බව	O
ය	O
.	O
ඉකුත්	O
දස	O
වස	O
තුළ	O
ජාතික	ORG
කොංග්‍රස්	ORG
පක්ෂයේ	ORG
ක්‍රියාදාමය	O
ජනතාව	O
විශාල	O
වශයෙන්	O
අනුමත	O
කර	O
ඇති	O
බව	O
ද	O
ඉන්	O
කියැවිණ	O
.	O
මේ	O
අතර	O
ප්‍රජාතන්ත්‍රවාදී	ORG
පෙරමුණේ	ORG
නායක	O
ටෝනි	PER
ලියොන්	PER
පවසන්නේ	O
ඔවුන්	O
සුදු	O
ජාතික	O
පක්ෂයක්	O
ලෙස	O
ගැසී	O
ඇති	O
හංවඩුවෙන්	O
වියුක්ත	O
වීමට	O
කටයුතු	O
කරන	O
බවත්	O
මෙවරත්	O
කලු	O
ජාතිකයන්	O
විශාල	O
වශයෙන්	O
ඔවුනට	O
කැමැත්ත	O
ප්‍රකාශ	O
කැර	O
ඇති	O
බවත්ය	O
.	O
කොංග්‍රසය	ORG
ලබා	O
ඇති	O
බලය	O
අනුව	O
තෙවැනි	O
වරටත්	O
ජනාධිපති	O
ධූරය	O
දැරිය	O
හැකි	O
වන	O
සේ	O
එම්බකි	PER
ව්‍යවස්ථාව	O
වෙනස්	O
කරනු	O
ඇතැයි	O
ද	O
ඔහු	O
සැක	O
පහල	O
කැර	O
තිබේ	O
.	O
දකුණු	LOC
කොරියානු	LOC
මහ	O
මැතිවරණයෙන්	O
යූරි	ORG
පක්ෂයට	ORG
ජය	O
සියෝල්හි	LOC
දී	O
දකුණු	LOC
කොරියානු	LOC
මහ	O
මැතිවරණය	O
පෙරේදා	O
පැවති	O
අතර	O
මෙතෙක්	O
පාර්ලිමේන්තුවේ	O
පැවති	O
කොන්සර්වැටිව්	O
බලය	O
පළමු	O
වරට	O
ලිබරල්වාදීන්	O
අතට	O
පත්	O
කැරෙන	O
අයුරින්	O
